id_car2,C,12;id_commune,C,10;id_ins_1,C,10;id_epci
00037-04327;00037;0000-0187;000000000
00037-04328;00037;0000-0187;000000000
00037-04329;00037;0000-0187;000000000
00037-04330;00037;0000-0187;000000000
00037-04331;00037;0000-0188;000000000
00037-04332;00037;0000-0188;000000000
00037-04333;00037;0000-0188;000000000
00037-04334;00037;0000-0188;000000000
00037-04335;00037;0000-0188;000000000
00037-04336;00037;0000-0189;000000000
00037-04337;00037;0000-0189;000000000
00037-04338;00037;0000-0189;000000000
00037-04339;00037;0000-0189;000000000
00037-04340;00037;0000-0189;000000000
00037-04341;00037;0000-0190;000000000
00037-04342;00037;0000-0190;000000000
00037-04343;00037;0000-0190;000000000
00037-04344;00037;0000-0190;000000000
00037-04345;00037;0000-0190;000000000
00037-04346;00037;0000-0191;000000000
00220-04430;00220;0000-0183;000000000
00220-04431;00220;0000-0183;000000000
00220-04432;00220;0000-0184;000000000
00220-04433;00220;0000-0184;000000000
00220-04434;00220;0000-0184;000000000
00220-04435;00220;0000-0184;000000000
00220-04436;00220;0000-0184;000000000
00220-04437;00220;0000-0185;000000000
00220-04438;00220;0000-0185;000000000
00220-04439;00220;0000-0185;000000000
00220-04440;00220;0000-0185;000000000
00220-04441;00220;0000-0185;000000000
00220-04442;00220;0000-0186;000000000
00220-04443;00220;0000-0186;000000000
00220-04444;00220;0000-0186;000000000
00220-04445;00220;0000-0186;000000000
00220-04446;00220;0000-0186;000000000
00037-04447;00037;0000-0187;000000000
00037-04448;00037;0000-0187;000000000
00037-04449;00037;0000-0187;000000000
00037-04450;00037;0000-0187;000000000
00037-04451;00037;0000-0187;000000000
00037-04452;00037;0000-0188;000000000
00037-04453;00037;0000-0188;000000000
00037-04454;00037;0000-0188;000000000
00037-04455;00037;0000-0188;000000000
00037-04456;00037;0000-0188;000000000
00037-04457;00037;0000-0189;000000000
00037-04458;00037;0000-0189;000000000
00037-04459;00037;0000-0189;000000000
00037-04460;00037;0000-0189;000000000
00037-04461;00037;0000-0189;000000000
00037-04462;00037;0000-0190;000000000
00037-04463;00037;0000-0190;000000000
00037-04464;00037;0000-0190;000000000
00037-04465;00037;0000-0190;000000000
00037-04466;00037;0000-0190;000000000
00037-04467;00037;0000-0191;000000000
00220-04552;00220;0000-0183;000000000
00220-04553;00220;0000-0184;000000000
00220-04554;00220;0000-0184;000000000
00220-04555;00220;0000-0184;000000000
00220-04556;00220;0000-0184;000000000
00220-04557;00220;0000-0184;000000000
00220-04558;00220;0000-0185;000000000
00220-04559;00220;0000-0185;000000000
00220-04560;00220;0000-0185;000000000
00220-04561;00220;0000-0185;000000000
00220-04562;00220;0000-0185;000000000
00220-04563;00220;0000-0186;000000000
00220-04564;00220;0000-0186;000000000
00220-04565;00220;0000-0186;000000000
00220-04566;00220;0000-0186;000000000
00220-04567;00220;0000-0186;000000000
00037-04568;00037;0000-0187;000000000
00037-04569;00037;0000-0187;000000000
00037-04570;00037;0000-0187;000000000
00037-04571;00037;0000-0187;000000000
00037-04572;00037;0000-0187;000000000
00037-04573;00037;0000-0188;000000000
00037-04574;00037;0000-0188;000000000
00037-04575;00037;0000-0188;000000000
00037-04576;00037;0000-0188;000000000
00037-04577;00037;0000-0188;000000000
00037-04578;00037;0000-0189;000000000
00037-04579;00037;0000-0189;000000000
00037-04580;00037;0000-0189;000000000
00037-04581;00037;0000-0189;000000000
00037-04582;00037;0000-0189;000000000
00037-04583;00037;0000-0190;000000000
00037-04584;00037;0000-0190;000000000
00037-04585;00037;0000-0190;000000000
00037-04586;00037;0000-0190;000000000
00037-04587;00037;0000-0190;000000000
00037-04588;00037;0000-0191;000000000
00220-04660;00220;0000-0181;000000000
00220-04661;00220;0000-0181;000000000
00220-04662;00220;0000-0181;000000000
00220-04673;00220;0000-0183;000000000
00220-04674;00220;0000-0184;000000000
00220-04675;00220;0000-0184;000000000
00220-04676;00220;0000-0184;000000000
00220-04677;00220;0000-0184;000000000
00220-04678;00220;0000-0184;000000000
00220-04679;00220;0000-0185;000000000
00220-04680;00220;0000-0185;000000000
00220-04681;00220;0000-0185;000000000
00220-04682;00220;0000-0185;000000000
00220-04683;00220;0000-0185;000000000
00220-04684;00220;0000-0186;000000000
00220-04685;00220;0000-0186;000000000
00220-04686;00220;0000-0186;000000000
00220-04687;00220;0000-0186;000000000
00220-04688;00220;0000-0186;000000000
00037-04689;00037;0000-0187;000000000
00037-04690;00037;0000-0187;000000000
00037-04691;00037;0000-0187;000000000
00037-04692;00037;0000-0187;000000000
00037-04693;00037;0000-0187;000000000
00037-04694;00037;0000-0188;000000000
00037-04695;00037;0000-0188;000000000
00037-04696;00037;0000-0188;000000000
00037-04697;00037;0000-0188;000000000
00037-04698;00037;0000-0188;000000000
00037-04699;00037;0000-0189;000000000
00037-04700;00037;0000-0189;000000000
00037-04701;00037;0000-0189;000000000
00037-04702;00037;0000-0189;000000000
00037-04703;00037;0000-0189;000000000
00037-04704;00037;0000-0190;000000000
00037-04705;00037;0000-0190;000000000
00037-04706;00037;0000-0190;000000000
00037-04707;00037;0000-0190;000000000
00037-04708;00037;0000-0190;000000000
00037-04709;00037;0000-0191;000000000
00037-04710;00037;0000-0191;000000000
00220-04781;00220;0000-0181;000000000
00220-04782;00220;0000-0181;000000000
00220-04783;00220;0000-0181;000000000
00220-04784;00220;0000-0181;000000000
00220-04785;00220;0000-0182;000000000
00220-04793;00220;0000-0183;000000000
00220-04794;00220;0000-0183;000000000
00220-04795;00220;0000-0184;000000000
00220-04796;00220;0000-0184;000000000
00220-04797;00220;0000-0184;000000000
00220-04798;00220;0000-0184;000000000
00220-04799;00220;0000-0184;000000000
00220-04800;00220;0000-0185;000000000
00220-04801;00220;0000-0185;000000000
00220-04802;00220;0000-0185;000000000
00220-04803;00220;0000-0185;000000000
00220-04804;00220;0000-0185;000000000
00220-04805;00220;0000-0186;000000000
00220-04806;00220;0000-0186;000000000
00220-04807;00220;0000-0186;000000000
00220-04808;00220;0000-0186;000000000
00220-04809;00220;0000-0186;000000000
00220-04810;00220;0000-0187;000000000
00037-04811;00037;0000-0187;000000000
00037-04812;00037;0000-0187;000000000
00037-04813;00037;0000-0187;000000000
00037-04814;00037;0000-0187;000000000
00037-04815;00037;0000-0188;000000000
00037-04816;00037;0000-0188;000000000
00037-04817;00037;0000-0188;000000000
00037-04818;00037;0000-0188;000000000
00037-04819;00037;0000-0188;000000000
00037-04820;00037;0000-0189;000000000
00037-04821;00037;0000-0189;000000000
00037-04822;00037;0000-0189;000000000
00037-04823;00037;0000-0189;000000000
00037-04824;00037;0000-0189;000000000
00037-04825;00037;0000-0190;000000000
00037-04826;00037;0000-0190;000000000
00037-04827;00037;0000-0190;000000000
00037-04828;00037;0000-0190;000000000
00037-04829;00037;0000-0190;000000000
00037-04830;00037;0000-0191;000000000
00037-04831;00037;0000-0191;000000000
00037-04832;00037;0000-0191;000000000
00220-04902;00220;0000-0205;000000000
00220-04903;00220;0000-0205;000000000
00220-04904;00220;0000-0205;000000000
00220-04905;00220;0000-0205;000000000
00220-04906;00220;0000-0206;000000000
00220-04907;00220;0000-0206;000000000
00220-04914;00220;0000-0207;000000000
00220-04915;00220;0000-0207;000000000
00220-04916;00220;0000-0208;000000000
00220-04917;00220;0000-0208;000000000
00220-04918;00220;0000-0208;000000000
00220-04919;00220;0000-0208;000000000
00220-04920;00220;0000-0208;000000000
00220-04921;00220;0000-0209;000000000
00220-04922;00220;0000-0209;000000000
00220-04923;00220;0000-0209;000000000
00220-04924;00220;0000-0209;000000000
00220-04925;00220;0000-0209;000000000
00220-04926;00220;0000-0210;000000000
00220-04927;00220;0000-0210;000000000
00220-04928;00220;0000-0210;000000000
00220-04929;00220;0000-0210;000000000
00220-04930;00220;0000-0210;000000000
00220-04931;00220;0000-0211;000000000
00037-04932;00037;0000-0211;000000000
00037-04933;00037;0000-0211;000000000
00037-04934;00037;0000-0211;000000000
00037-04935;00037;0000-0211;000000000
00037-04936;00037;0000-0212;000000000
00037-04937;00037;0000-0212;000000000
00037-04938;00037;0000-0212;000000000
00037-04939;00037;0000-0212;000000000
00037-04940;00037;0000-0212;000000000
00037-04941;00037;0000-0213;000000000
00037-04942;00037;0000-0213;000000000
00037-04943;00037;0000-0213;000000000
00037-04944;00037;0000-0213;000000000
00037-04945;00037;0000-0213;000000000
00037-04946;00037;0000-0214;000000000
00037-04947;00037;0000-0214;000000000
00037-04948;00037;0000-0214;000000000
00037-04949;00037;0000-0214;000000000
00037-04950;00037;0000-0214;000000000
00037-04951;00037;0000-0215;000000000
00037-04952;00037;0000-0215;000000000
00037-04953;00037;0000-0215;000000000
00037-04954;00037;0000-0215;000000000
00220-05024;00220;0000-0205;000000000
00220-05025;00220;0000-0205;000000000
00220-05026;00220;0000-0205;000000000
00220-05027;00220;0000-0206;000000000
00220-05028;00220;0000-0206;000000000
00220-05029;00220;0000-0206;000000000
00220-05030;00220;0000-0206;000000000
00220-05031;00220;0000-0206;000000000
00220-05032;00220;0000-0207;000000000
00220-05034;00220;0000-0207;000000000
00220-05035;00220;0000-0207;000000000
00220-05036;00220;0000-0207;000000000
00220-05037;00220;0000-0208;000000000
00220-05038;00220;0000-0208;000000000
00220-05039;00220;0000-0208;000000000
00220-05040;00220;0000-0208;000000000
00220-05041;00220;0000-0208;000000000
00220-05042;00220;0000-0209;000000000
00220-05043;00220;0000-0209;000000000
00220-05044;00220;0000-0209;000000000
00220-05045;00220;0000-0209;000000000
00220-05046;00220;0000-0209;000000000
00220-05047;00220;0000-0210;000000000
00220-05048;00220;0000-0210;000000000
00220-05049;00220;0000-0210;000000000
00220-05050;00220;0000-0210;000000000
00220-05051;00220;0000-0210;000000000
00037-05052;00037;0000-0211;000000000
00037-05053;00037;0000-0211;000000000
00037-05054;00037;0000-0211;000000000
00037-05055;00037;0000-0211;000000000
00037-05056;00037;0000-0211;000000000
00037-05057;00037;0000-0212;000000000
00037-05058;00037;0000-0212;000000000
00037-05059;00037;0000-0212;000000000
00037-05060;00037;0000-0212;000000000
00037-05061;00037;0000-0212;000000000
00037-05062;00037;0000-0213;000000000
00037-05063;00037;0000-0213;000000000
00037-05064;00037;0000-0213;000000000
00037-05065;00037;0000-0213;000000000
00037-05066;00037;0000-0213;000000000
00037-05067;00037;0000-0214;000000000
00037-05068;00037;0000-0214;000000000
00037-05069;00037;0000-0214;000000000
00037-05070;00037;0000-0214;000000000
00037-05071;00037;0000-0214;000000000
00037-05072;00037;0000-0215;000000000
00037-05073;00037;0000-0215;000000000
00037-05074;00037;0000-0215;000000000
00037-05075;00037;0000-0215;000000000
00220-05146;00220;0000-0205;000000000
00220-05147;00220;0000-0205;000000000
00220-05148;00220;0000-0206;000000000
00220-05149;00220;0000-0206;000000000
00220-05150;00220;0000-0206;000000000
00220-05151;00220;0000-0206;000000000
00220-05152;00220;0000-0206;000000000
00220-05153;00220;0000-0207;000000000
00220-05154;00220;0000-0207;000000000
00220-05155;00220;0000-0207;000000000
00220-05156;00220;0000-0207;000000000
00220-05157;00220;0000-0207;000000000
00220-05158;00220;0000-0208;000000000
00220-05159;00220;0000-0208;000000000
00220-05160;00220;0000-0208;000000000
00220-05161;00220;0000-0208;000000000
00220-05162;00220;0000-0208;000000000
00220-05163;00220;0000-0209;000000000
00220-05164;00220;0000-0209;000000000
00220-05165;00220;0000-0209;000000000
00220-05166;00220;0000-0209;000000000
00220-05167;00220;0000-0209;000000000
00220-05168;00220;0000-0210;000000000
00220-05169;00220;0000-0210;000000000
00220-05170;00220;0000-0210;000000000
00220-05171;00220;0000-0210;000000000
00037-05172;00037;0000-0210;000000000
00037-05173;00037;0000-0211;000000000
00037-05174;00037;0000-0211;000000000
00037-05175;00037;0000-0211;000000000
00037-05176;00037;0000-0211;000000000
00037-05177;00037;0000-0211;000000000
00037-05178;00037;0000-0212;000000000
00037-05179;00037;0000-0212;000000000
00037-05180;00037;0000-0212;000000000
00037-05181;00037;0000-0212;000000000
00037-05182;00037;0000-0212;000000000
00037-05183;00037;0000-0213;000000000
00037-05184;00037;0000-0213;000000000
00037-05185;00037;0000-0213;000000000
00037-05186;00037;0000-0213;000000000
00037-05187;00037;0000-0213;000000000
00037-05188;00037;0000-0214;000000000
00037-05189;00037;0000-0214;000000000
00037-05190;00037;0000-0214;000000000
00037-05191;00037;0000-0214;000000000
00037-05192;00037;0000-0214;000000000
00037-05193;00037;0000-0215;000000000
00037-05194;00037;0000-0215;000000000
00037-05195;00037;0000-0215;000000000
00220-05267;00220;0000-0205;000000000
00220-05268;00220;0000-0205;000000000
00220-05269;00220;0000-0206;000000000
00220-05270;00220;0000-0206;000000000
00220-05271;00220;0000-0206;000000000
00220-05272;00220;0000-0206;000000000
00220-05273;00220;0000-0206;000000000
00220-05274;00220;0000-0207;000000000
00220-05275;00220;0000-0207;000000000
00220-05276;00220;0000-0207;000000000
00220-05277;00220;0000-0207;000000000
00220-05278;00220;0000-0207;000000000
00220-05279;00220;0000-0208;000000000
00220-05280;00220;0000-0208;000000000
00220-05281;00220;0000-0208;000000000
00220-05282;00220;0000-0208;000000000
00220-05283;00220;0000-0208;000000000
00220-05284;00220;0000-0209;000000000
00220-05285;00220;0000-0209;000000000
00220-05286;00220;0000-0209;000000000
00220-05287;00220;0000-0209;000000000
00220-05288;00220;0000-0209;000000000
00220-05289;00220;0000-0210;000000000
00220-05290;00220;0000-0210;000000000
00220-05291;00220;0000-0210;000000000
00220-05292;00220;0000-0210;000000000
00220-05293;00220;0000-0210;000000000
00037-05294;00037;0000-0211;000000000
00037-05295;00037;0000-0211;000000000
00037-05296;00037;0000-0211;000000000
00037-05297;00037;0000-0211;000000000
00037-05298;00037;0000-0211;000000000
00037-05299;00037;0000-0212;000000000
00037-05300;00037;0000-0212;000000000
00037-05301;00037;0000-0212;000000000
00037-05302;00037;0000-0212;000000000
00037-05303;00037;0000-0212;000000000
00037-05304;00037;0000-0213;000000000
00037-05305;00037;0000-0213;000000000
00037-05306;00037;0000-0213;000000000
00037-05307;00037;0000-0213;000000000
00037-05308;00037;0000-0213;000000000
00037-05309;00037;0000-0214;000000000
00037-05310;00037;0000-0214;000000000
00037-05311;00037;0000-0214;000000000
00037-05312;00037;0000-0214;000000000
00037-05313;00037;0000-0214;000000000
00037-05314;00037;0000-0215;000000000
00037-05315;00037;0000-0215;000000000
00037-05316;00037;0000-0215;000000000
00220-05387;00220;0000-0205;000000000
00220-05388;00220;0000-0205;000000000
00220-05389;00220;0000-0205;000000000
00220-05390;00220;0000-0206;000000000
00220-05391;00220;0000-0206;000000000
00220-05392;00220;0000-0206;000000000
00220-05393;00220;0000-0206;000000000
00220-05394;00220;0000-0206;000000000
00220-05395;00220;0000-0207;000000000
00220-05396;00220;0000-0207;000000000
00220-05397;00220;0000-0207;000000000
00220-05398;00220;0000-0207;000000000
00220-05399;00220;0000-0207;000000000
00220-05400;00220;0000-0208;000000000
00220-05401;00220;0000-0208;000000000
00220-05402;00220;0000-0208;000000000
00220-05403;00220;0000-0208;000000000
00220-05404;00220;0000-0208;000000000
00220-05405;00220;0000-0209;000000000
00220-05406;00220;0000-0209;000000000
00220-05407;00220;0000-0209;000000000
00220-05408;00220;0000-0209;000000000
00220-05409;00220;0000-0209;000000000
00220-05410;00220;0000-0210;000000000
00220-05411;00220;0000-0210;000000000
00220-05412;00220;0000-0210;000000000
00220-05413;00220;0000-0210;000000000
00220-05414;00220;0000-0210;000000000
00220-05415;00220;0000-0211;000000000
00037-05416;00037;0000-0211;000000000
00037-05417;00037;0000-0211;000000000
00037-05418;00037;0000-0211;000000000
00037-05419;00037;0000-0211;000000000
00037-05420;00037;0000-0212;000000000
00037-05421;00037;0000-0212;000000000
00037-05422;00037;0000-0212;000000000
00037-05423;00037;0000-0212;000000000
00037-05424;00037;0000-0212;000000000
00037-05425;00037;0000-0213;000000000
00037-05426;00037;0000-0213;000000000
00037-05427;00037;0000-0213;000000000
00037-05428;00037;0000-0213;000000000
00037-05429;00037;0000-0213;000000000
00037-05430;00037;0000-0214;000000000
00037-05431;00037;0000-0214;000000000
00037-05432;00037;0000-0214;000000000
00037-05433;00037;0000-0214;000000000
00037-05434;00037;0000-0214;000000000
00037-05435;00037;0000-0215;000000000
00037-05436;00037;0000-0215;000000000
00037-05437;00037;0000-0215;000000000
00220-05509;00220;0000-0229;000000000
00220-05510;00220;0000-0229;000000000
00220-05511;00220;0000-0230;000000000
00220-05512;00220;0000-0230;000000000
00220-05513;00220;0000-0230;000000000
00220-05514;00220;0000-0230;000000000
00220-05515;00220;0000-0230;000000000
00220-05516;00220;0000-0231;000000000
00220-05517;00220;0000-0231;000000000
00220-05518;00220;0000-0231;000000000
00220-05519;00220;0000-0231;000000000
00220-05520;00220;0000-0231;000000000
00220-05521;00220;0000-0232;000000000
00220-05522;00220;0000-0232;000000000
00220-05523;00220;0000-0232;000000000
00220-05524;00220;0000-0232;000000000
00220-05525;00220;0000-0232;000000000
00220-05526;00220;0000-0233;000000000
00220-05527;00220;0000-0233;000000000
00220-05528;00220;0000-0233;000000000
00220-05529;00220;0000-0233;000000000
00220-05530;00220;0000-0233;000000000
00220-05531;00220;0000-0234;000000000
00220-05532;00220;0000-0234;000000000
00220-05533;00220;0000-0234;000000000
00220-05534;00220;0000-0234;000000000
00220-05535;00220;0000-0234;000000000
00220-05536;00220;0000-0235;000000000
00037-05537;00037;0000-0235;000000000
00037-05538;00037;0000-0235;000000000
00037-05539;00037;0000-0235;000000000
00037-05540;00037;0000-0235;000000000
00037-05541;00037;0000-0236;000000000
00037-05542;00037;0000-0236;000000000
00037-05543;00037;0000-0236;000000000
00037-05544;00037;0000-0236;000000000
00037-05545;00037;0000-0236;000000000
00037-05546;00037;0000-0237;000000000
00037-05547;00037;0000-0237;000000000
00037-05548;00037;0000-0237;000000000
00037-05549;00037;0000-0237;000000000
00037-05550;00037;0000-0237;000000000
00037-05551;00037;0000-0238;000000000
00037-05552;00037;0000-0238;000000000
00037-05553;00037;0000-0238;000000000
00037-05554;00037;0000-0238;000000000
00037-05555;00037;0000-0238;000000000
00037-05556;00037;0000-0239;000000000
00037-05557;00037;0000-0239;000000000
00037-05558;00037;0000-0239;000000000
00037-05559;00037;0000-0239;000000000
00220-05628;00220;0000-0229;000000000
00220-05629;00220;0000-0229;000000000
00220-05630;00220;0000-0229;000000000
00220-05631;00220;0000-0229;000000000
00220-05632;00220;0000-0230;000000000
00220-05633;00220;0000-0230;000000000
00220-05634;00220;0000-0230;000000000
00220-05635;00220;0000-0230;000000000
00220-05636;00220;0000-0230;000000000
00220-05637;00220;0000-0231;000000000
00220-05638;00220;0000-0231;000000000
00220-05639;00220;0000-0231;000000000
00220-05640;00220;0000-0231;000000000
00220-05641;00220;0000-0231;000000000
00220-05642;00220;0000-0232;000000000
00220-05643;00220;0000-0232;000000000
00220-05644;00220;0000-0232;000000000
00220-05645;00220;0000-0232;000000000
00220-05646;00220;0000-0232;000000000
00220-05647;00220;0000-0233;000000000
00220-05648;00220;0000-0233;000000000
00220-05649;00220;0000-0233;000000000
00220-05650;00220;0000-0233;000000000
00220-05651;00220;0000-0233;000000000
00220-05652;00220;0000-0234;000000000
00220-05653;00220;0000-0234;000000000
00220-05654;00220;0000-0234;000000000
00220-05655;00220;0000-0234;000000000
00220-05656;00220;0000-0234;000000000
00220-05657;00220;0000-0235;000000000
00037-05658;00037;0000-0235;000000000
00037-05659;00037;0000-0235;000000000
00037-05660;00037;0000-0235;000000000
00037-05661;00037;0000-0235;000000000
00037-05662;00037;0000-0236;000000000
00037-05663;00037;0000-0236;000000000
00037-05664;00037;0000-0236;000000000
00037-05665;00037;0000-0236;000000000
00037-05666;00037;0000-0236;000000000
00037-05667;00037;0000-0237;000000000
00037-05668;00037;0000-0237;000000000
00037-05669;00037;0000-0237;000000000
00037-05670;00037;0000-0237;000000000
00037-05671;00037;0000-0237;000000000
00037-05672;00037;0000-0238;000000000
00037-05673;00037;0000-0238;000000000
00037-05674;00037;0000-0238;000000000
00037-05675;00037;0000-0238;000000000
00037-05676;00037;0000-0238;000000000
00037-05677;00037;0000-0239;000000000
00037-05678;00037;0000-0239;000000000
00037-05679;00037;0000-0239;000000000
00037-05680;00037;0000-0239;000000000
00220-05749;00220;0000-0229;000000000
00220-05750;00220;0000-0229;000000000
00220-05751;00220;0000-0229;000000000
00220-05752;00220;0000-0229;000000000
00220-05753;00220;0000-0230;000000000
00220-05754;00220;0000-0230;000000000
00220-05755;00220;0000-0230;000000000
00220-05756;00220;0000-0230;000000000
00220-05757;00220;0000-0230;000000000
00220-05758;00220;0000-0231;000000000
00220-05759;00220;0000-0231;000000000
00220-05760;00220;0000-0231;000000000
00220-05761;00220;0000-0231;000000000
00220-05762;00220;0000-0231;000000000
00220-05763;00220;0000-0232;000000000
00220-05764;00220;0000-0232;000000000
00220-05765;00220;0000-0232;000000000
00220-05766;00220;0000-0232;000000000
00220-05767;00220;0000-0232;000000000
00220-05768;00220;0000-0233;000000000
00220-05769;00220;0000-0233;000000000
00220-05770;00220;0000-0233;000000000
00220-05771;00220;0000-0233;000000000
00220-05772;00220;0000-0233;000000000
00220-05773;00220;0000-0234;000000000
00220-05774;00220;0000-0234;000000000
00220-05775;00220;0000-0234;000000000
00220-05776;00220;0000-0234;000000000
00220-05777;00220;0000-0234;000000000
00220-05778;00220;0000-0235;000000000
00037-05779;00037;0000-0235;000000000
00037-05780;00037;0000-0235;000000000
00037-05781;00037;0000-0235;000000000
00037-05782;00037;0000-0235;000000000
00037-05783;00037;0000-0236;000000000
00037-05784;00037;0000-0236;000000000
00037-05785;00037;0000-0236;000000000
00037-05786;00037;0000-0236;000000000
00037-05787;00037;0000-0236;000000000
00037-05788;00037;0000-0237;000000000
00037-05789;00037;0000-0237;000000000
00037-05790;00037;0000-0237;000000000
00037-05791;00037;0000-0237;000000000
00037-05792;00037;0000-0237;000000000
00037-05793;00037;0000-0238;000000000
00037-05794;00037;0000-0238;000000000
00037-05795;00037;0000-0238;000000000
00037-05796;00037;0000-0238;000000000
00037-05797;00037;0000-0238;000000000
00037-05798;00037;0000-0239;000000000
00037-05799;00037;0000-0239;000000000
00037-05800;00037;0000-0239;000000000
00037-05801;00037;0000-0239;000000000
00037-05802;00037;0000-0239;000000000
00220-05871;00220;0000-0229;000000000
00220-05872;00220;0000-0229;000000000
00220-05873;00220;0000-0229;000000000
00220-05874;00220;0000-0230;000000000
00220-05875;00220;0000-0230;000000000
00220-05876;00220;0000-0230;000000000
00220-05877;00220;0000-0230;000000000
00220-05878;00220;0000-0230;000000000
00220-05879;00220;0000-0231;000000000
00220-05880;00220;0000-0231;000000000
00220-05881;00220;0000-0231;000000000
00220-05882;00220;0000-0231;000000000
00220-05883;00220;0000-0231;000000000
00220-05884;00220;0000-0232;000000000
00220-05885;00220;0000-0232;000000000
00220-05886;00220;0000-0232;000000000
00220-05887;00220;0000-0232;000000000
00220-05888;00220;0000-0232;000000000
00220-05889;00220;0000-0233;000000000
00220-05890;00220;0000-0233;000000000
00220-05891;00220;0000-0233;000000000
00220-05892;00220;0000-0233;000000000
00220-05893;00220;0000-0233;000000000
00220-05894;00220;0000-0234;000000000
00220-05895;00220;0000-0234;000000000
00220-05896;00220;0000-0234;000000000
00220-05897;00220;0000-0234;000000000
00220-05898;00220;0000-0234;000000000
00220-05899;00220;0000-0235;000000000
00037-05900;00037;0000-0235;000000000
00037-05901;00037;0000-0235;000000000
00037-05902;00037;0000-0235;000000000
00037-05903;00037;0000-0235;000000000
00037-05904;00037;0000-0236;000000000
00037-05905;00037;0000-0236;000000000
00037-05906;00037;0000-0236;000000000
00037-05907;00037;0000-0236;000000000
00037-05908;00037;0000-0236;000000000
00037-05909;00037;0000-0237;000000000
00037-05910;00037;0000-0237;000000000
00037-05911;00037;0000-0237;000000000
00037-05912;00037;0000-0237;000000000
00037-05913;00037;0000-0237;000000000
00037-05914;00037;0000-0238;000000000
00037-05915;00037;0000-0238;000000000
00037-05916;00037;0000-0238;000000000
00037-05917;00037;0000-0238;000000000
00037-05918;00037;0000-0238;000000000
00037-05919;00037;0000-0239;000000000
00037-05920;00037;0000-0239;000000000
00037-05921;00037;0000-0239;000000000
00037-05922;00037;0000-0239;000000000
00037-05923;00037;0000-0239;000000000
00220-05993;00220;0000-0229;000000000
00220-05994;00220;0000-0229;000000000
00220-05995;00220;0000-0230;000000000
00220-05996;00220;0000-0230;000000000
00220-05997;00220;0000-0230;000000000
00220-05998;00220;0000-0230;000000000
00220-05999;00220;0000-0230;000000000
00220-06000;00220;0000-0231;000000000
00220-06001;00220;0000-0231;000000000
00220-06002;00220;0000-0231;000000000
00220-06003;00220;0000-0231;000000000
00220-06004;00220;0000-0231;000000000
00220-06005;00220;0000-0232;000000000
00220-06006;00220;0000-0232;000000000
00220-06007;00220;0000-0232;000000000
00220-06008;00220;0000-0232;000000000
00220-06009;00220;0000-0232;000000000
00220-06010;00220;0000-0233;000000000
00220-06011;00220;0000-0233;000000000
00220-06012;00220;0000-0233;000000000
00220-06013;00220;0000-0233;000000000
00220-06014;00220;0000-0233;000000000
00220-06015;00220;0000-0234;000000000
00220-06016;00220;0000-0234;000000000
00220-06017;00220;0000-0234;000000000
00220-06018;00220;0000-0234;000000000
00220-06019;00220;0000-0234;000000000
00220-06020;00220;0000-0235;000000000
00037-06021;00037;0000-0235;000000000
00037-06022;00037;0000-0235;000000000
00037-06023;00037;0000-0235;000000000
00037-06024;00037;0000-0235;000000000
00037-06025;00037;0000-0236;000000000
00037-06026;00037;0000-0236;000000000
00037-06027;00037;0000-0236;000000000
00037-06028;00037;0000-0236;000000000
00037-06029;00037;0000-0236;000000000
00037-06030;00037;0000-0237;000000000
00037-06031;00037;0000-0237;000000000
00037-06032;00037;0000-0237;000000000
00037-06033;00037;0000-0237;000000000
00037-06034;00037;0000-0237;000000000
00037-06035;00037;0000-0238;000000000
00037-06036;00037;0000-0238;000000000
00037-06037;00037;0000-0238;000000000
00037-06038;00037;0000-0238;000000000
00037-06039;00037;0000-0238;000000000
00037-06040;00037;0000-0239;000000000
00037-06041;00037;0000-0239;000000000
00037-06042;00037;0000-0239;000000000
00037-06043;00037;0000-0239;000000000
00037-06044;00037;0000-0239;000000000
00037-06045;00037;0000-0240;000000000
00220-06114;00220;0000-0253;000000000
00220-06115;00220;0000-0253;000000000
00220-06116;00220;0000-0254;000000000
00220-06117;00220;0000-0254;000000000
00220-06118;00220;0000-0254;000000000
00220-06119;00220;0000-0254;000000000
00220-06120;00220;0000-0254;000000000
00220-06121;00220;0000-0255;000000000
00220-06122;00220;0000-0255;000000000
00220-06123;00220;0000-0255;000000000
00220-06124;00220;0000-0255;000000000
00220-06125;00220;0000-0255;000000000
00220-06126;00220;0000-0256;000000000
00220-06127;00220;0000-0256;000000000
00220-06128;00220;0000-0256;000000000
00220-06129;00220;0000-0256;000000000
00220-06130;00220;0000-0256;000000000
00220-06131;00220;0000-0257;000000000
00220-06132;00220;0000-0257;000000000
00220-06133;00220;0000-0257;000000000
00220-06134;00220;0000-0257;000000000
00220-06135;00220;0000-0257;000000000
00220-06136;00220;0000-0258;000000000
00220-06137;00220;0000-0258;000000000
00220-06138;00220;0000-0258;000000000
00220-06139;00220;0000-0258;000000000
00220-06140;00220;0000-0258;000000000
00220-06141;00220;0000-0259;000000000
00037-06142;00037;0000-0259;000000000
00037-06143;00037;0000-0259;000000000
00037-06144;00037;0000-0259;000000000
00037-06145;00037;0000-0259;000000000
00085-06146;00085;0000-0260;000000000
00085-06147;00085;0000-0260;000000000
00085-06148;00085;0000-0260;000000000
00085-06149;00085;0000-0260;000000000
00037-06150;00037;0000-0260;000000000
00037-06151;00037;0000-0261;000000000
00037-06152;00037;0000-0261;000000000
00037-06153;00037;0000-0261;000000000
00037-06154;00037;0000-0261;000000000
